index,label,text
4646,Typhoid,"I 've been experiencing fever , especially at night . It 's been really uncomfortable . is a mild headache with constipation and diarrhea ."
4647,Impetigo,I 'm running a high temperature . 've developed rash my face neck and arms . The rash of painful lesions . My health is a concern me
4648,Impetigo,"There are rashes around my nose, with large red sores. I noticed that the rash was spreading to other parts of my body. Also, I have a high fever every night."
4649,Arthritis,"My muscles have been quite weak has and my neck , been really stiff . My joints have without , making it difficult for me to walk about swollen feeling stiff . Walking has also been really uncomfortable ."
4650,Common Cold,"My eyes are always red and itchy , and my nose feels all stuffy and this . I just feel kind of sick and tired all the time , and . keep coughing up all congested gunk I My throat feels sore and scratchy , and I 've noticed that the bumps on my neck are bigger than usual"
4651,Pneumonia,"I 'm having a lot of problems breathing . I 'm not feeling good , and I 'm sweating a caboodle . I have a lot of mucous in my throat and my chest hurts . My breathing is laboured , and the phlegm I 'm coughing up has an odd tinct ."
4652,Fungal infection,"My skin has been acting have lately , becoming exceedingly itchy and prone to rashes . Furthermore , several patches differ from my normal skin tone in terms of colour . And now I up lumps or bumps on my skin that were n't there . before"
4653,allergy,I hace difficulty in breething and shortness of breath . and cough uncontrollably eyes get itchy I and swelling on my face and other body parts
4654,gastroesophageal reflux disease,"I experience heartburn and indigestion , particularly consuming spicy or fatty foods . When I lean forward or lie , my chest becomes worse . My chest as well ."
4655,Bronchial Asthma,"Hey , 've had a dry cough , breathing difficulties , as high fever . lot of mucous is being produced , and I feel incredibly weak and tired . ''"
4656,Varicose Veins,"My legs skin ' around the veins is unusual . There appears to be a large bruise . Nowadays or I get frequent cramps when I sprint , run ."
4657,Fungal infection,"On lesions arms and legs , I have a lot of red pimples and has skin . My skin also itchy a few odd-looking my . And occasionally there are bumps that are somewhat uncomfortable ."
4658,Fungal infection,"All over my body has been itching like crazy , and now there are red areas all over . Additionally , close to of the patches accept a different tone than my natural skin . And on my skin , there are these lumps or pimples that have developed ."
4659,diabetes,"My mouth and throat are dry . bouts , 've I been growing increasingly hungry . However , I do get periodic Additionally of exhaustion ."
4660,Pneumonia,"I 've been having chills and feeling exhausted , and I ca n't seem to shake this cough . My chest hurts when I cough , and my like it 's going a million miles an hour The phlegm I 'm coughing is a dirty rust color"
4661,Impetigo,"I have developed skin rashes made up of blistering sores . The blistering sore are raised , fluid-filled lesions and they are painful to touch . I comprise also suffering from a high fever ."
4662,Impetigo,I have been experiencing extreme fatigue and a high fever . are for rashes near my nose and mouth . The rash is itchy and makes it very difficult There me to sleep .
4663,Jaundice,"I 've been throwing up and experiencing intense itching . Along with losing , I 'm also really . My skin has become yellow , my is really high . I 've having stomach pain and my pee is black ."
4664,Jaundice,I 've been antsy and throwing up . I 've lost weight and am also really exhausted . My skin has become yellow and I have a severe temperature . My stomach has likewise been hurting .
4665,Varicose Veins,"Recently I my calves have been cramping up frequently , especially when , am walking of standing for long periods or time . Also , the veins are very noticeable ."
4666,Typhoid,"I am experiencing constipation and stomach ache . The discomfort has gotten worse , and information technology is seriously interfering with my everyday life . I feel like I have turn a loss my appetite to eat anything ."
4667,Cervical spondylosis,"Back pain , a cough , and muscle weakness have been bothering me . I have issues with dizziness and losing my equilibrium , and my neck hurts ."
4668,Jaundice,"I've had nausea, vomiting, and exhaustion. Additionally, I've lost weight and have a temperature. My urine is black and my skin has turned yellow. I've also been having stomach pain."
4669,Dimorphic Hemorrhoids,"Since I 've been constipated , using some restroom has been quite challenging . When I do go , it aches and I and had blood in my stool . My anus has been quite itchy and irritating , 've I 've also been experiencing the discomfort in my butt ."
4670,Dengue,"1 've been suffering from significant joint pain , which makes it difficult for me to walk and carry out my everyday tasks . I 've also lost my appetite , which makes me feel unaccented and feel like vomitting ."
4671,Pneumonia,"With a high temperature , shortness of breath , sweating , chills , and intense debilitation , I 've been feeling quite poorly . I 've been coughing up a lot of dark-brown phlegm and my pulse rate is racing ."
4672,Arthritis,"My neck has been so tense and , I my been feeling like 've muscles are incredibly weak . I have trouble moving since my joints have enlarged . To walk has been quite painful ."
4673,Bronchial Asthma,"I 've been having breathing issues , a persistent cough , and debilitation . I 've been coughing up a lot of thick , mucoid sputum and have a really high fever . I 'm just feeling so exhausted and tired from having to cope with all of this ."
4674,Typhoid,"I am experiencing a lot of belly pain and constipation, which has been really annoying. Sometimes, I feel a strong urge to vomit, and because of all of these, I am feeling very weak."
4675,diabetes,"I get skin irritations and rashes , especially in 's crevices . Cuts and bruises my skin also take a while to ."
4676,Psoriasis,"My genital skin is red and vex . It is frequently irritating , burn off , and unpleasant . There are also rashes in various places of the body . Also , I have a strange pain in my joints ."
4677,allergy,"I always feel exhausted , have unsound taste , and have an extremely scratchy throat . I also have muscular pain and estrus . My entire body simply cramps up occasionally ."
